incident_id;trip_id;truck_id;driver_id;incident_date;incident_type;location_city;location_state;at_fault_flag;injury_flag;vehicle_damage_cost;cargo_damage_cost;claim_amount;preventable_flag;description
INC00000047;TRIP00014635;TRK00031;DRV00041;2022/07/09 18:00;Equipment Damage;Columbus;TN;TRUE;TRUE;12202.8;0.0;12202.8;FALSE;Minor incident involving equipment
INC00000048;TRIP00073076;TRK00105;DRV00066;2024/07/27 12:00;Customer Complaint;Phoenix;IL;FALSE;FALSE;0.0;0.0;0.0;FALSE;Moderate incident involving equipment
INC00000049;TRIP00056337;TRK00110;DRV00058;2023/12/26 16:00;Equipment Damage;Memphis;GA;TRUE;TRUE;23165.07;0.0;23165.07;FALSE;Severe incident involving equipment
INC00000050;TRIP00039757;TRK00067;DRV00054;2023/05/27 22:00;Equipment Damage;Houston;NV;TRUE;FALSE;0.0;0.0;0.0;TRUE;Severe incident involving other driver
INC00000051;TRIP00016308;TRK00018;DRV00023;2022/07/29 10:00;Accident;Los Angeles;NV;FALSE;FALSE;5214.81;0.0;5214.81;TRUE;Minor incident involving other driver
INC00000052;TRIP00080811;TRK00067;DRV00149;2024/11/03 08:00;Accident;Los Angeles;NE;FALSE;FALSE;0.0;0.0;0.0;FALSE;Minor incident involving other driver
INC00000053;TRIP00036732;TRK00009;DRV00019;2023/04/15 02:00;Accident;Houston;NV;FALSE;FALSE;852.1;0.0;852.1;FALSE;Minor incident involving equipment
INC00000054;TRIP00022029;TRK00105;DRV00090;2022/10/10 23:00;Accident;Miami;UT;FALSE;FALSE;18809.17;0.0;18809.17;FALSE;Moderate incident involving traffic
INC00000055;TRIP00000271;TRK00093;DRV00124;2022/01/06 15:00;Equipment Damage;Phoenix;NY;TRUE;TRUE;23366.57;0.0;23366.57;FALSE;Severe incident involving equipment
INC00000056;TRIP00069367;TRK00055;DRV00100;2024/06/11 15:00;DOT Violation;Chicago;NE;TRUE;FALSE;0.0;17112.08;17112.08;FALSE;Minor incident involving other driver
INC00000057;TRIP00052380;TRK00103;DRV00082;2023/11/05 17:00;Moving Violation;Charlotte;TN;TRUE;TRUE;0.0;0.0;0.0;TRUE;Minor incident involving other driver
INC00000058;TRIP00077372;TRK00024;DRV00127;2024/09/22 04:00;DOT Violation;Memphis;MN;TRUE;TRUE;24102.19;0.0;24102.19;FALSE;Minor incident involving other driver
INC00000059;TRIP00068506;TRK00060;DRV00089;2024/05/29 11:00;Equipment Damage;Salt Lake City;NC;TRUE;TRUE;15019.37;0.0;15019.37;TRUE;Minor incident involving equipment
INC00000060;TRIP00067707;Null;DRV00101;2024/05/21 07:00;Accident;Atlanta;IL;TRUE;FALSE;13414.05;0.0;13414.05;FALSE;Severe incident involving equipment
INC00000061;TRIP00079871;TRK00011;DRV00119;2024/10/22 20:00;Moving Violation;Salt Lake City;OR;FALSE;FALSE;18400.91;0.0;18400.91;FALSE;Moderate incident involving weather
INC00000062;TRIP00075973;TRK00001;DRV00141;2024/09/04 21:00;DOT Violation;Salt Lake City;WA;FALSE;FALSE;7737.05;0.0;7737.05;TRUE;Minor incident involving other driver
INC00000063;TRIP00008117;TRK00019;DRV00142;2022/04/17 17:00;Equipment Damage;Seattle;CA;TRUE;FALSE;6476.75;43698.11;50174.86;FALSE;Minor incident involving equipment
INC00000064;TRIP00036527;TRK00040;DRV00112;2023/04/13 17:00;DOT Violation;Milwaukee;OH;FALSE;FALSE;0.0;0.0;0.0;FALSE;Moderate incident involving traffic
INC00000065;TRIP00084686;TRK00006;DRV00124;2024/12/24 09:00;Accident;Phoenix;OK;TRUE;FALSE;17783.76;0.0;17783.76;TRUE;Severe incident involving weather
INC00000066;TRIP00010156;TRK00002;DRV00070;2022/05/10 12:00;DOT Violation;Salt Lake City;TN;FALSE;FALSE;18964.84;42214.25;61179.09;TRUE;Minor incident involving other driver
INC00000067;TRIP00018047;TRK00031;DRV00066;2022/08/18 02:00;DOT Violation;Columbus;IN;TRUE;FALSE;0.0;0.0;0.0;TRUE;Minor incident involving equipment
INC00000068;TRIP00083177;TRK00092;DRV00030;2024/12/02 08:00;Moving Violation;Denver;FL;TRUE;FALSE;16566.78;0.0;16566.78;FALSE;Minor incident involving weather
INC00000069;TRIP00075012;TRK00061;DRV00043;2024/08/21 06:00;DOT Violation;Los Angeles;GA;TRUE;FALSE;15399.79;0.0;15399.79;TRUE;Minor incident involving traffic
INC00000070;TRIP00035290;TRK00069;DRV00012;2023/03/31 00:00;Equipment Damage;Charlotte;MI;FALSE;FALSE;0.0;47959.36;47959.36;FALSE;Moderate incident involving traffic
INC00000071;TRIP00057741;TRK00105;DRV00070;2024/01/15 17:00;Accident;Chicago;GA;FALSE;FALSE;0.0;0.0;0.0;TRUE;Minor incident involving traffic
INC00000072;TRIP00042350;TRK00057;DRV00092;2023/06/29 19:00;DOT Violation;Nashville;MN;FALSE;FALSE;0.0;0.0;0.0;TRUE;Severe incident involving weather
INC00000073;TRIP00074311;TRK00053;DRV00004;2024/08/11 07:00;Equipment Damage;Miami;CA;TRUE;FALSE;0.0;0.0;0.0;FALSE;Moderate incident involving weather
INC00000074;TRIP00010516;TRK00103;DRV00101;2022/05/17 09:00;Customer Complaint;Seattle;NE;TRUE;FALSE;0.0;0.0;0.0;TRUE;Severe incident involving traffic
INC00000075;TRIP00029280;TRK00050;DRV00003;2023/01/11 08:00;DOT Violation;Salt Lake City;MO;TRUE;FALSE;0.0;0.0;0.0;FALSE;Minor incident involving equipment
INC00000076;TRIP00025439;TRK00054;DRV00047;2022/11/21 16:00;Equipment Damage;Phoenix;AZ;FALSE;TRUE;23775.81;0.0;23775.81;FALSE;Severe incident involving equipment
INC00000077;TRIP00039355;TRK00083;DRV00146;2023/05/21 11:00;Equipment Damage;Memphis;UT;FALSE;TRUE;18884.39;29755.82;48640.21;FALSE;Moderate incident involving equipment
INC00000078;TRIP00036751;TRK00093;DRV00121;2023/04/18 07:00;Moving Violation;Las Vegas;GA;FALSE;FALSE;0.0;0.0;0.0;FALSE;Severe incident involving other driver
INC00000079;TRIP00017986;TRK00055;DRV00044;2022/08/18 01:00;Customer Complaint;Miami;IL;FALSE;FALSE;19373.44;0.0;19373.44;FALSE;Severe incident involving weather
INC00000080;TRIP00001528;TRK00004;DRV00057;2022/01/21 17:00;Moving Violation;Memphis;NC;FALSE;FALSE;1898.17;0.0;1898.17;FALSE;Minor incident involving equipment
INC00000081;TRIP00000543;TRK00014;DRV00043;2022/01/08 22:00;Accident;Seattle;CO;FALSE;FALSE;10725.67;0.0;10725.67;FALSE;Moderate incident involving weather
INC00000082;TRIP00049352;TRK00012;DRV00013;2023/09/27 18:00;Moving Violation;Philadelphia;CO;FALSE;FALSE;3391.18;35893.0;39284.18;TRUE;Minor incident involving equipment
INC00000083;TRIP00014340;TRK00007;DRV00033;2022/07/04 02:00;Equipment Damage;Dallas;OH;FALSE;FALSE;0.0;8606.98;8606.98;TRUE;Moderate incident involving equipment
INC00000084;TRIP00081150;TRK00059;DRV00053;2024/11/08 05:00;Equipment Damage;Salt Lake City;OR;TRUE;FALSE;0.0;0.0;0.0;FALSE;Minor incident involving equipment
INC00000085;TRIP00045060;TRK00015;DRV00065;2023/08/03 19:00;Accident;Los Angeles;OH;FALSE;FALSE;0.0;0.0;0.0;TRUE;Moderate incident involving traffic
INC00000086;TRIP00078852;TRK00120;Null;2024/10/10 15:00;DOT Violation;Columbus;WI;FALSE;FALSE;0.0;0.0;0.0;TRUE;Severe incident involving weather
INC00000087;TRIP00031278;TRK00062;DRV00050;2023/02/04 09:00;Customer Complaint;Indianapolis;TX;FALSE;FALSE;0.0;0.0;0.0;FALSE;Minor incident involving traffic
INC00000088;TRIP00030480;TRK00080;DRV00107;2023/01/26 03:00;Customer Complaint;Los Angeles;NC;FALSE;TRUE;12833.93;0.0;12833.93;TRUE;Moderate incident involving equipment
INC00000089;TRIP00008529;TRK00089;DRV00055;2022/04/20 23:00;DOT Violation;Chicago;IL;FALSE;FALSE;4569.66;45853.75;50423.41;FALSE;Severe incident involving equipment
INC00000090;TRIP00056229;TRK00040;DRV00037;2023/12/26 10:00;Accident;Philadelphia;PA;FALSE;FALSE;0.0;0.0;0.0;FALSE;Severe incident involving weather
INC00000091;TRIP00070088;TRK00062;DRV00090;2024/06/18 15:00;Accident;Milwaukee;NC;TRUE;FALSE;17306.77;0.0;17306.77;TRUE;Moderate incident involving weather
INC00000092;TRIP00082508;TRK00067;DRV00126;2024/11/25 13:00;Accident;Omaha;MO;FALSE;FALSE;21157.62;5222.46;26380.08;FALSE;Moderate incident involving equipment
INC00000093;TRIP00073906;TRK00069;DRV00138;2024/08/07 17:00;Equipment Damage;Dallas;OK;FALSE;FALSE;14119.63;0.0;14119.63;TRUE;Minor incident involving other driver
INC00000094;TRIP00030254;TRK00057;DRV00071;2023/01/23 10:00;Moving Violation;Columbus;OH;FALSE;FALSE;9874.61;214.41;10089.02;FALSE;Severe incident involving equipment
INC00000095;TRIP00082248;TRK00002;DRV00088;2024/11/21 16:00;Accident;Memphis;NC;TRUE;FALSE;1279.18;0.0;1279.18;FALSE;Moderate incident involving other driver
INC00000096;TRIP00072443;TRK00067;DRV00051;2024/07/18 17:00;Accident;Atlanta;NE;FALSE;TRUE;3427.03;0.0;3427.03;FALSE;Moderate incident involving weather
INC00000097;TRIP00082429;TRK00068;DRV00044;2024/11/24 11:00;Moving Violation;Minneapolis;TX;FALSE;FALSE;9235.63;0.0;9235.63;FALSE;Moderate incident involving other driver
INC00000098;TRIP00066619;TRK00060;DRV00122;2024/05/07 13:00;Customer Complaint;Portland;TN;FALSE;FALSE;8200.77;9329.09;17529.86;TRUE;Minor incident involving weather
INC00000099;TRIP00033943;TRK00058;DRV00098;2023/03/11 14:00;DOT Violation;Columbus;AZ;FALSE;FALSE;0.0;0.0;0.0;TRUE;Severe incident involving traffic
INC00000100;TRIP00081124;TRK00067;DRV00108;2024/11/07 13:00;DOT Violation;Minneapolis;PA;FALSE;FALSE;0.0;0.0;0.0;TRUE;Moderate incident involving other driver
INC00000101;TRIP00039856;TRK00029;DRV00100;2023/05/27 01:00;Accident;Portland;NY;FALSE;FALSE;14754.02;15205.91;29959.93;FALSE;Severe incident involving weather
INC00000102;TRIP00014527;TRK00120;DRV00092;2022/07/07 17:00;Equipment Damage;Oklahoma City;IN;TRUE;FALSE;21112.58;0.0;21112.58;FALSE;Severe incident involving other driver
INC00000103;TRIP00059851;TRK00101;DRV00098;2024/02/11 03:00;Accident;Phoenix;TX;FALSE;FALSE;0.0;0.0;0.0;TRUE;Moderate incident involving weather
INC00000104;TRIP00004735;TRK00072;DRV00126;2022/03/03 16:00;Moving Violation;Oklahoma City;MI;TRUE;FALSE;3683.8;383.06;4066.86;TRUE;Severe incident involving other driver
INC00000105;TRIP00073231;TRK00068;DRV00003;2024/07/30 21:00;Accident;Salt Lake City;GA;FALSE;FALSE;9156.03;0.0;9156.03;TRUE;Severe incident involving other driver
INC00000106;TRIP00061915;TRK00116;DRV00105;2024/03/09 07:00;DOT Violation;Detroit;IL;FALSE;FALSE;0.0;0.0;0.0;TRUE;Minor incident involving other driver
INC00000107;TRIP00017437;TRK00030;DRV00145;2022/08/12 19:00;Moving Violation;Indianapolis;OH;TRUE;FALSE;0.0;0.0;0.0;TRUE;Moderate incident involving traffic
INC00000108;TRIP00058951;TRK00058;DRV00051;2024/01/30 18:00;Accident;Kansas City;TN;TRUE;FALSE;2738.59;0.0;2738.59;FALSE;Moderate incident involving traffic
INC00000109;TRIP00077861;TRK00023;DRV00098;2024/09/27 21:00;Accident;Omaha;UT;FALSE;TRUE;0.0;49744.07;49744.07;TRUE;Severe incident involving other driver
INC00000110;TRIP00046270;TRK00031;DRV00005;2023/08/17 09:00;Moving Violation;Miami;PA;FALSE;FALSE;6524.27;0.0;6524.27;FALSE;Moderate incident involving traffic
INC00000111;TRIP00038286;TRK00074;DRV00018;2023/05/08 20:00;Equipment Damage;Los Angeles;TN;FALSE;FALSE;14176.42;32.85;14209.27;FALSE;Moderate incident involving traffic
INC00000112;TRIP00026765;TRK00083;DRV00144;2022/12/10 20:00;Moving Violation;Dallas;MN;FALSE;FALSE;8635.87;0.0;8635.87;TRUE;Moderate incident involving weather
INC00000113;TRIP00016392;TRK00096;DRV00127;2022/08/01 00:00;DOT Violation;Detroit;UT;TRUE;FALSE;837.51;0.0;837.51;TRUE;Moderate incident involving equipment
INC00000114;TRIP00001736;TRK00019;DRV00050;2022/01/23 04:00;DOT Violation;Houston;FL;TRUE;FALSE;11269.86;0.0;11269.86;TRUE;Minor incident involving traffic
INC00000115;TRIP00017173;TRK00019;DRV00121;2022/08/09 17:00;Customer Complaint;Detroit;TX;FALSE;FALSE;6982.35;0.0;6982.35;FALSE;Severe incident involving weather
INC00000116;TRIP00008718;TRK00020;DRV00003;2022/04/22 01:00;Customer Complaint;Portland;TN;FALSE;FALSE;4300.84;0.0;4300.84;FALSE;Moderate incident involving weather
INC00000117;TRIP00020003;TRK00061;DRV00064;2022/09/14 22:00;Moving Violation;Kansas City;NY;FALSE;FALSE;0.0;0.0;0.0;FALSE;Minor incident involving traffic
INC00000118;TRIP00009673;TRK00065;DRV00095;2022/05/04 02:00;DOT Violation;Phoenix;OH;FALSE;FALSE;3594.57;0.0;3594.57;TRUE;Moderate incident involving weather
INC00000119;TRIP00081672;TRK00036;DRV00016;2024/11/14 11:00;Customer Complaint;Indianapolis;FL;FALSE;TRUE;19126.05;0.0;19126.05;FALSE;Severe incident involving weather
INC00000120;TRIP00013764;TRK00065;DRV00069;2022/06/27 16:00;Customer Complaint;Seattle;TX;TRUE;FALSE;21722.31;0.0;21722.31;FALSE;Minor incident involving equipment
INC00000121;TRIP00028932;TRK00097;DRV00058;2023/01/05 03:00;Equipment Damage;New York;TX;FALSE;FALSE;15928.79;0.0;15928.79;FALSE;Severe incident involving traffic
INC00000122;TRIP00013542;TRK00036;DRV00102;2022/06/23 16:00;DOT Violation;Atlanta;MN;FALSE;TRUE;18614.97;0.0;18614.97;FALSE;Severe incident involving weather
INC00000123;TRIP00013736;TRK00103;DRV00058;2022/06/26 10:00;Accident;Seattle;OR;FALSE;FALSE;21920.96;15568.53;37489.49;TRUE;Severe incident involving traffic
INC00000124;TRIP00013427;TRK00095;DRV00112;2022/06/23 00:00;Accident;Omaha;MI;FALSE;FALSE;24566.39;0.0;24566.39;TRUE;Moderate incident involving equipment
INC00000125;TRIP00057239;TRK00079;DRV00143;2024/01/09 16:00;Equipment Damage;Chicago;NE;TRUE;FALSE;2103.69;37531.43;39635.12;FALSE;Severe incident involving weather
INC00000126;TRIP00060013;TRK00108;DRV00099;2024/02/12 03:00;Customer Complaint;Seattle;OR;FALSE;FALSE;9648.15;0.0;9648.15;TRUE;Moderate incident involving traffic
INC00000127;TRIP00042516;TRK00073;DRV00134;2023/07/01 07:00;Accident;Chicago;TN;FALSE;FALSE;18690.01;0.0;18690.01;FALSE;Minor incident involving other driver
INC00000128;TRIP00026426;TRK00036;DRV00113;2022/12/05 12:00;Moving Violation;Phoenix;CO;TRUE;TRUE;19385.57;0.0;19385.57;FALSE;Moderate incident involving traffic
INC00000129;TRIP00053071;TRK00073;DRV00012;2023/11/15 21:00;DOT Violation;Dallas;NY;FALSE;FALSE;4321.13;34662.46;38983.59;TRUE;Severe incident involving traffic
INC00000130;TRIP00054280;TRK00065;DRV00053;2023/11/30 10:00;Moving Violation;Dallas;AZ;TRUE;FALSE;19681.98;0.0;19681.98;FALSE;Moderate incident involving other driver
INC00000131;TRIP00003278;TRK00078;DRV00058;2022/02/13 17:00;Equipment Damage;Columbus;FL;FALSE;FALSE;17099.92;0.0;17099.92;FALSE;Moderate incident involving other driver
INC00000132;TRIP00077187;TRK00050;DRV00147;2024/09/18 08:00;DOT Violation;Memphis;NE;TRUE;FALSE;8811.67;41316.05;50127.72;FALSE;Moderate incident involving equipment
INC00000133;TRIP00056589;TRK00004;DRV00061;2023/12/30 00:00;Equipment Damage;Detroit;TN;FALSE;TRUE;20190.09;0.0;20190.09;FALSE;Moderate incident involving other driver
INC00000134;TRIP00073902;TRK00010;DRV00118;2024/08/08 22:00;Equipment Damage;Dallas;MO;FALSE;FALSE;19578.75;18583.37;38162.12;FALSE;Moderate incident involving other driver
INC00000135;TRIP00024824;TRK00079;DRV00101;2022/11/13 15:00;Moving Violation;Milwaukee;TX;TRUE;FALSE;17077.38;31507.48;48584.86;TRUE;Severe incident involving equipment
INC00000136;TRIP00051721;TRK00024;DRV00002;2023/10/28 12:00;Moving Violation;Chicago;MO;FALSE;FALSE;0.0;33681.19;33681.19;TRUE;Moderate incident involving equipment
INC00000137;TRIP00021335;TRK00110;DRV00003;2022/10/02 21:00;Customer Complaint;Salt Lake City;CA;FALSE;TRUE;0.0;6225.41;6225.41;TRUE;Minor incident involving other driver
INC00000138;TRIP00037168;TRK00098;DRV00054;2023/04/21 08:00;Customer Complaint;Philadelphia;TN;FALSE;FALSE;24239.68;0.0;24239.68;FALSE;Minor incident involving weather
INC00000139;TRIP00018684;TRK00095;DRV00103;2022/08/29 18:00;Customer Complaint;Omaha;OH;FALSE;TRUE;0.0;4379.68;4379.68;FALSE;Moderate incident involving weather
INC00000140;TRIP00065805;TRK00062;DRV00074;2024/04/26 15:00;Moving Violation;Los Angeles;TX;FALSE;FALSE;17565.57;0.0;17565.57;FALSE;Severe incident involving traffic
INC00000141;TRIP00057477;TRK00019;DRV00121;2024/01/10 21:00;DOT Violation;Miami;OH;TRUE;FALSE;0.0;4607.3;4607.3;FALSE;Minor incident involving traffic
INC00000142;TRIP00030945;TRK00024;DRV00053;2023/01/31 03:00;DOT Violation;Charlotte;TN;TRUE;FALSE;7087.59;7470.49;14558.08;FALSE;Minor incident involving weather
INC00000143;TRIP00059853;TRK00069;DRV00033;2024/02/09 15:00;Customer Complaint;Omaha;MO;FALSE;FALSE;21803.47;0.0;21803.47;TRUE;Moderate incident involving weather
INC00000144;TRIP00061847;TRK00031;DRV00070;2024/03/08 21:00;Accident;Miami;MI;FALSE;FALSE;0.0;0.0;0.0;TRUE;Severe incident involving other driver
INC00000145;TRIP00062754;TRK00019;DRV00129;2024/03/17 04:00;Moving Violation;Omaha;UT;FALSE;FALSE;14995.98;0.0;14995.98;FALSE;Minor incident involving traffic
INC00000146;TRIP00033475;TRK00049;DRV00047;2023/03/05 21:00;Customer Complaint;Seattle;NE;FALSE;FALSE;0.0;0.0;0.0;TRUE;Severe incident involving weather
INC00000147;TRIP00001341;TRK00025;DRV00099;2022/01/18 06:00;DOT Violation;Atlanta;CO;FALSE;FALSE;12831.58;0.0;12831.58;FALSE;Minor incident involving other driver
INC00000148;TRIP00077827;TRK00048;DRV00095;2024/09/28 00:00;Equipment Damage;Detroit;FL;FALSE;FALSE;7869.76;0.0;7869.76;FALSE;Minor incident involving weather
INC00000149;TRIP00018371;TRK00061;DRV00012;2022/08/23 23:00;DOT Violation;Kansas City;OR;FALSE;FALSE;15647.86;2310.73;17958.59;TRUE;Moderate incident involving traffic
